Elapsed time,Driver,ECG,EMG,foot GSR,hand GSR,HR,marker,RESP
'0:00.744',05,-0.142,0.477,6.123,10.344,75.0,12.48,30.23
'0:00.746',05,-0.145,0.477,6.123,10.344,75.0,12.48,30.23
'0:00.748',05,-0.117,0.477,6.123,10.344,75.0,12.48,30.23
'0:00.750',05,-0.133,0.477,6.123,10.344,75.0,12.48,30.23
'0:00.752',05,-0.142,0.477,6.123,10.344,75.0,12.48,30.23
'0:00.754',05,-0.06,0.477,6.123,10.344,75.0,12.48,30.23
'0:00.756',05,-0.052,0.477,6.123,10.344,75.0,12.48,30.23
'0:00.758',05,-0.104,0.477,6.123,10.344,75.0,12.48,30.23
'0:00.760',05,-0.093,0.477,6.123,10.344,75.0,12.48,30.23
'0:00.762',05,-0.072,0.477,6.123,10.344,75.0,12.48,30.23
'0:00.764',05,-0.07,0.477,6.123,10.344,75.0,12.48,30.23
'0:00.766',05,-0.046,0.477,6.123,10.344,75.0,12.48,30.23
'0:00.768',05,-0.056,0.477,6.123,10.344,75.0,12.48,30.23
'0:00.770',05,-0.112,0.477,6.123,10.344,75.0,12.48,30.23
'0:00.772',05,-0.12,0.477,6.123,10.344,75.0,12.48,30.23
'0:00.774',05,-0.131,0.456,6.11,10.322,75.0,12.48,30.12
'0:00.776',05,-0.153,0.456,6.11,10.322,75.0,12.48,30.12
'0:00.778',05,-0.156,0.456,6.11,10.322,75.0,12.48,30.12
'0:00.780',05,-0.155,0.456,6.11,10.322,75.0,12.48,30.12
'0:00.782',05,-0.116,0.456,6.11,10.322,75.0,12.48,30.12
'0:00.784',05,-0.07,0.456,6.11,10.322,75.0,12.48,30.12
'0:00.786',05,-0.035,0.456,6.11,10.322,75.0,12.48,30.12
'0:00.788',05,-0.062,0.456,6.11,10.322,75.0,12.48,30.12
'0:00.790',05,-0.134,0.456,6.11,10.322,75.0,12.48,30.12
'0:00.792',05,-0.133,0.456,6.11,10.322,75.0,12.48,30.12
'0:00.794',05,-0.122,0.456,6.11,10.322,75.0,12.48,30.12
'0:00.796',05,-0.179,0.456,6.11,10.322,75.0,12.48,30.12
'0:00.798',05,-0.192,0.456,6.11,10.322,75.0,12.48,30.12
'0:00.800',05,-0.168,0.456,6.11,10.322,75.0,12.48,30.12
'0:00.802',05,-0.195,0.456,6.11,10.322,75.0,12.48,30.12
'0:00.804',05,-0.2,0.456,6.11,10.322,75.0,12.48,30.12
'0:00.806',05,-0.171,0.456,6.103,10.307,75.0,12.48,30.06
'0:00.808',05,-0.183,0.456,6.103,10.307,75.0,12.48,30.06
'0:00.810',05,-0.204,0.456,6.103,10.307,75.0,12.48,30.06
'0:00.813',05,-0.197,0.456,6.103,10.307,75.0,12.48,30.06
'0:00.815',05,-0.226,0.456,6.103,10.307,75.0,12.48,30.06
'0:00.817',05,-0.258,0.456,6.103,10.307,75.0,12.48,30.06
'0:00.819',05,-0.261,0.456,6.103,10.307,75.0,12.48,30.06
'0:00.821',05,-0.266,0.456,6.103,10.307,75.0,12.48,30.06
'0:00.823',05,-0.244,0.456,6.103,10.307,75.0,12.48,30.06
'0:00.825',05,-0.156,0.456,6.103,10.307,75.0,12.48,30.06
'0:00.827',05,-0.1,0.456,6.103,10.307,75.0,12.48,30.06
'0:00.829',05,-0.186,0.456,6.103,10.307,75.0,12.48,30.06
'0:00.831',05,-0.245,0.456,6.103,10.307,75.0,12.48,30.06
'0:00.833',05,-0.195,0.456,6.103,10.307,75.0,12.48,30.06
'0:00.835',05,-0.182,0.456,6.103,10.307,75.0,12.48,30.06
'0:00.837',05,-0.214,0.456,6.103,10.307,75.0,12.48,30.06
'0:00.839',05,-0.226,0.601,6.093,10.289,75.0,12.48,30.0
'0:00.841',05,-0.21,0.601,6.093,10.289,75.0,12.48,30.0
'0:00.843',05,-0.192,0.601,6.093,10.289,75.0,12.48,30.0
'0:00.845',05,-0.209,0.601,6.093,10.289,75.0,12.48,30.0
'0:00.847',05,-0.211,0.601,6.093,10.289,75.0,12.48,30.0
'0:00.849',05,-0.208,0.601,6.093,10.289,75.0,12.48,30.0
'0:00.851',05,-0.248,0.601,6.093,10.289,75.0,12.48,30.0
'0:00.853',05,-0.314,0.601,6.093,10.289,75.0,12.48,30.0
'0:00.855',05,-0.309,0.601,6.093,10.289,75.0,12.48,30.0
'0:00.857',05,-0.291,0.601,6.093,10.289,75.0,12.48,30.0
'0:00.859',05,-0.341,0.601,6.093,10.289,75.0,12.48,30.0
'0:00.861',05,-0.336,0.601,6.093,10.289,75.0,12.48,30.0
'0:00.863',05,-0.293,0.601,6.093,10.289,75.0,12.48,30.0
'0:00.865',05,-0.228,0.601,6.093,10.289,75.0,12.48,30.0
'0:00.867',05,-0.156,0.601,6.093,10.289,75.0,12.48,30.0
'0:00.869',05,-0.166,0.601,6.093,10.289,75.0,12.48,30.0
'0:00.871',05,-0.209,0.601,6.086,10.274,75.0,12.48,29.96
'0:00.873',05,-0.23,0.601,6.086,10.274,75.0,12.48,29.96
'0:00.875',05,-0.215,0.601,6.086,10.274,75.0,12.48,29.96
'0:00.877',05,-0.241,0.601,6.086,10.274,75.0,12.48,29.96
'0:00.879',05,-0.303,0.601,6.086,10.274,75.0,12.48,29.96
'0:00.881',05,-0.253,0.601,6.086,10.274,75.0,12.48,29.96
'0:00.883',05,-0.173,0.601,6.086,10.274,75.0,12.48,29.96
'0:00.885',05,-0.204,0.601,6.086,10.274,75.0,12.48,29.96
'0:00.887',05,-0.232,0.601,6.086,10.274,75.0,12.48,29.96
'0:00.889',05,-0.226,0.601,6.086,10.274,75.0,12.48,29.96
'0:00.891',05,-0.273,0.601,6.086,10.274,75.0,12.48,29.96
'0:00.893',05,-0.291,0.601,6.086,10.274,75.0,12.48,29.96
'0:00.895',05,-0.247,0.601,6.086,10.274,75.0,12.48,29.96
'0:00.897',05,-0.23,0.601,6.086,10.274,75.0,12.48,29.96
'0:00.899',05,-0.205,0.601,6.086,10.274,75.0,12.48,29.96
'0:00.901',05,-0.201,0.601,6.086,10.274,75.0,12.48,29.96
'0:00.903',05,-0.215,0.87,6.083,10.257,75.0,12.48,29.95
'0:00.905',05,-0.183,0.87,6.083,10.257,75.0,12.48,29.95
'0:00.907',05,-0.161,0.87,6.083,10.257,75.0,12.48,29.95
'0:00.909',05,-0.122,0.87,6.083,10.257,75.0,12.48,29.95
'0:00.911',05,-0.051,0.87,6.083,10.257,75.0,12.48,29.95
'0:00.913',05,0.06,0.87,6.083,10.257,75.0,12.48,29.95
'0:00.915',05,0.21,0.87,6.083,10.257,75.0,12.48,29.95
'0:00.917',05,0.338,0.87,6.083,10.257,75.0,12.48,29.95
'0:00.919',05,0.447,0.87,6.083,10.257,75.0,12.48,29.95
'0:00.921',05,0.557,0.87,6.083,10.257,75.0,12.48,29.95
'0:00.923',05,0.687,0.87,6.083,10.257,75.0,12.48,29.95
'0:00.925',05,0.819,0.87,6.083,10.257,75.0,12.48,29.95
'0:00.927',05,0.903,0.87,6.083,10.257,75.0,12.48,29.95
'0:00.929',05,0.952,0.87,6.083,10.257,75.0,12.48,29.95
'0:00.931',05,0.968,0.87,6.083,10.257,75.0,12.48,29.95
'0:00.933',05,0.935,0.87,6.083,10.257,75.0,12.48,29.95
'0:00.935',05,0.811,0.87,6.078,10.242,75.0,12.48,29.97
'0:00.938',05,0.588,0.87,6.078,10.242,75.0,12.48,29.97
'0:00.940',05,0.348,0.87,6.078,10.242,75.0,12.48,29.97
'0:00.942',05,0.087,0.87,6.078,10.242,75.0,12.48,29.97
'0:00.944',05,-0.107,0.87,6.078,10.242,75.0,12.48,29.97
'0:00.946',05,-0.178,0.87,6.078,10.242,75.0,12.48,29.97
'0:00.948',05,-0.292,0.87,6.078,10.242,75.0,12.48,29.97
'0:00.950',05,-0.424,0.87,6.078,10.242,75.0,12.48,29.97
'0:00.952',05,-0.457,0.87,6.078,10.242,75.0,12.48,29.97
'0:00.954',05,-0.455,0.87,6.078,10.242,75.0,12.48,29.97
'0:00.956',05,-0.471,0.87,6.078,10.242,75.0,12.48,29.97
'0:00.958',05,-0.501,0.87,6.078,10.242,75.0,12.48,29.97
'0:00.960',05,-0.534,0.87,6.078,10.242,75.0,12.48,29.97
'0:00.962',05,-0.499,0.87,6.078,10.242,75.0,12.48,29.97
'0:00.964',05,-0.41,0.87,6.078,10.242,75.0,12.48,29.97
'0:00.966',05,-0.337,0.87,6.078,10.242,75.0,12.48,29.97
'0:00.968',05,-0.275,0.912,6.073,10.227,75.0,12.48,30.03
'0:00.970',05,-0.244,0.912,6.073,10.227,75.0,12.48,30.03
'0:00.972',05,-0.234,0.912,6.073,10.227,75.0,12.48,30.03
'0:00.974',05,-0.201,0.912,6.073,10.227,75.0,12.48,30.03
'0:00.976',05,-0.166,0.912,6.073,10.227,75.0,12.48,30.03
'0:00.978',05,-0.172,0.912,6.073,10.227,75.0,12.48,30.03
'0:00.980',05,-0.181,0.912,6.073,10.227,75.0,12.48,30.03
'0:00.982',05,-0.165,0.912,6.073,10.227,75.0,12.48,30.03
'0:00.984',05,-0.165,0.912,6.073,10.227,75.0,12.48,30.03
'0:00.986',05,-0.172,0.912,6.073,10.227,75.0,12.48,30.03
'0:00.988',05,-0.206,0.912,6.073,10.227,75.0,12.48,30.03
'0:00.990',05,-0.205,0.912,6.073,10.227,75.0,12.48,30.03
'0:00.992',05,-0.159,0.912,6.073,10.227,75.0,12.48,30.03
'0:00.994',05,-0.171,0.912,6.073,10.227,75.0,12.48,30.03
'0:00.996',05,-0.195,0.912,6.073,10.227,75.0,12.48,30.03
'0:00.998',05,-0.178,0.912,6.073,10.227,75.0,12.48,30.03
'0:01.000',05,-0.2,0.912,6.071,10.212,75.0,12.48,30.09
'0:01.002',05,-0.25,0.912,6.071,10.212,75.0,12.48,30.09
'0:01.004',05,-0.238,0.912,6.071,10.212,75.0,12.48,30.09
'0:01.006',05,-0.161,0.912,6.071,10.212,75.0,12.48,30.09
'0:01.008',05,-0.117,0.912,6.071,10.212,75.0,12.48,30.09
'0:01.010',05,-0.154,0.912,6.071,10.212,75.0,12.48,30.09
'0:01.012',05,-0.153,0.912,6.071,10.212,75.0,12.48,30.09
'0:01.014',05,-0.14,0.912,6.071,10.212,75.0,12.48,30.09
'0:01.016',05,-0.173,0.912,6.071,10.212,75.0,12.48,30.09
'0:01.018',05,-0.172,0.912,6.071,10.212,75.0,12.48,30.09
'0:01.020',05,-0.128,0.912,6.071,10.212,75.0,12.48,30.09
'0:01.022',05,-0.118,0.912,6.071,10.212,75.0,12.48,30.09
'0:01.024',05,-0.145,0.912,6.071,10.212,75.0,12.48,30.09
'0:01.026',05,-0.165,0.912,6.071,10.212,75.0,12.48,30.09
'0:01.028',05,-0.217,0.912,6.071,10.212,75.0,12.48,30.09
'0:01.030',05,-0.226,0.912,6.071,10.212,75.0,12.48,30.09
'0:01.032',05,-0.178,0.849,6.066,10.197,75.0,12.48,30.2
'0:01.034',05,-0.203,0.849,6.066,10.197,75.0,12.48,30.2
'0:01.036',05,-0.203,0.849,6.066,10.197,75.0,12.48,30.2
'0:01.038',05,-0.142,0.849,6.066,10.197,75.0,12.48,30.2
'0:01.040',05,-0.159,0.849,6.066,10.197,75.0,12.48,30.2
'0:01.042',05,-0.162,0.849,6.066,10.197,75.0,12.48,30.2
'0:01.044',05,-0.114,0.849,6.066,10.197,75.0,12.48,30.2
'0:01.046',05,-0.085,0.849,6.066,10.197,75.0,12.48,30.2
'0:01.048',05,-0.065,0.849,6.066,10.197,75.0,12.48,30.2
'0:01.050',05,-0.052,0.849,6.066,10.197,75.0,12.48,30.2
'0:01.052',05,-0.07,0.849,6.066,10.197,75.0,12.48,30.2
'0:01.054',05,-0.096,0.849,6.066,10.197,75.0,12.48,30.2
'0:01.056',05,-0.073,0.849,6.066,10.197,75.0,12.48,30.2
'0:01.058',05,-0.02,0.849,6.066,10.197,75.0,12.48,30.2
'0:01.060',05,-0.056,0.849,6.066,10.197,75.0,12.48,30.2
'0:01.063',05,-0.154,0.849,6.066,10.197,75.0,12.48,30.2
'0:01.065',05,-0.144,0.849,6.063,10.182,75.0,12.48,30.34
'0:01.067',05,-0.118,0.849,6.063,10.182,75.0,12.48,30.34
'0:01.069',05,-0.121,0.849,6.063,10.182,75.0,12.48,30.34
'0:01.071',05,-0.062,0.849,6.063,10.182,75.0,12.48,30.34
'0:01.073',05,-0.085,0.849,6.063,10.182,75.0,12.48,30.34
'0:01.075',05,-0.127,0.849,6.063,10.182,75.0,12.48,30.34
'0:01.077',05,-0.072,0.849,6.063,10.182,75.0,12.48,30.34
'0:01.079',05,-0.068,0.849,6.063,10.182,75.0,12.48,30.34
'0:01.081',05,-0.087,0.849,6.063,10.182,75.0,12.48,30.34
'0:01.083',05,-0.072,0.849,6.063,10.182,75.0,12.48,30.34
'0:01.085',05,-0.062,0.849,6.063,10.182,75.0,12.48,30.34
'0:01.087',05,-0.022,0.849,6.063,10.182,75.0,12.48,30.34
'0:01.089',05,0.012,0.849,6.063,10.182,75.0,12.48,30.34
'0:01.091',05,0.04,0.849,6.063,10.182,75.0,12.48,30.34
'0:01.093',05,0.054,0.849,6.063,10.182,75.0,12.48,30.34
'0:01.095',05,0.026,0.849,6.063,10.182,75.0,12.48,30.34
'0:01.097',05,0.004,0.725,6.061,10.167,89.0,12.48,30.47
'0:01.099',05,-0.037,0.725,6.061,10.167,89.0,12.48,30.47
'0:01.101',05,-0.055,0.725,6.061,10.167,89.0,12.48,30.47
'0:01.103',05,-0.018,0.725,6.061,10.167,89.0,12.48,30.47
'0:01.105',05,0.005,0.725,6.061,10.167,89.0,12.48,30.47
'0:01.107',05,-0.005,0.725,6.061,10.167,89.0,12.48,30.47
'0:01.109',05,-0.038,0.725,6.061,10.167,89.0,12.48,30.47
'0:01.111',05,-0.02,0.725,6.061,10.167,89.0,12.48,30.47
'0:01.113',05,0.055,0.725,6.061,10.167,89.0,12.48,30.47
'0:01.115',05,0.077,0.725,6.061,10.167,89.0,12.48,30.47
'0:01.117',05,0.074,0.725,6.061,10.167,89.0,12.48,30.47
'0:01.119',05,0.117,0.725,6.061,10.167,89.0,12.48,30.47
'0:01.121',05,0.131,0.725,6.061,10.167,89.0,12.48,30.47
'0:01.123',05,0.081,0.725,6.061,10.167,89.0,12.48,30.47
'0:01.125',05,0.059,0.725,6.061,10.167,89.0,12.48,30.47
'0:01.127',05,0.085,0.725,6.061,10.167,89.0,12.48,30.47
'0:01.129',05,0.048,0.725,6.058,10.155,89.0,12.48,30.62
'0:01.131',05,-0.012,0.725,6.058,10.155,89.0,12.48,30.62
'0:01.133',05,0.015,0.725,6.058,10.155,89.0,12.48,30.62
'0:01.135',05,0.027,0.725,6.058,10.155,89.0,12.48,30.62
'0:01.137',05,-0.004,0.725,6.058,10.155,89.0,12.48,30.62
'0:01.139',05,0.032,0.725,6.058,10.155,89.0,12.48,30.62
'0:01.141',05,0.137,0.725,6.058,10.155,89.0,12.48,30.62
'0:01.143',05,0.214,0.725,6.058,10.155,89.0,12.48,30.62
'0:01.145',05,0.206,0.725,6.058,10.155,89.0,12.48,30.62
'0:01.147',05,0.208,0.725,6.058,10.155,89.0,12.48,30.62
'0:01.149',05,0.228,0.725,6.058,10.155,89.0,12.48,30.62
'0:01.151',05,0.193,0.725,6.058,10.155,89.0,12.48,30.62
'0:01.153',05,0.127,0.725,6.058,10.155,89.0,12.48,30.62
'0:01.155',05,0.09,0.725,6.058,10.155,89.0,12.48,30.62
'0:01.157',05,0.098,0.725,6.058,10.155,89.0,12.48,30.62
'0:01.159',05,0.109,0.725,6.058,10.155,89.0,12.48,30.62
'0:01.161',05,0.131,0.787,6.056,10.14,89.0,12.48,30.79
'0:01.163',05,0.145,0.787,6.056,10.14,89.0,12.48,30.79
'0:01.165',05,0.103,0.787,6.056,10.14,89.0,12.48,30.79
'0:01.167',05,0.106,0.787,6.056,10.14,89.0,12.48,30.79
'0:01.169',05,0.118,0.787,6.056,10.14,89.0,12.48,30.79
'0:01.171',05,0.039,0.787,6.056,10.14,89.0,12.48,30.79
'0:01.173',05,0.009,0.787,6.056,10.14,89.0,12.48,30.79
'0:01.175',05,0.059,0.787,6.056,10.14,89.0,12.48,30.79
'0:01.177',05,0.088,0.787,6.056,10.14,89.0,12.48,30.79
'0:01.179',05,0.112,0.787,6.056,10.14,89.0,12.48,30.79
'0:01.181',05,0.192,0.787,6.056,10.14,89.0,12.48,30.79
'0:01.183',05,0.204,0.787,6.056,10.14,89.0,12.48,30.79
'0:01.185',05,0.111,0.787,6.056,10.14,89.0,12.48,30.79
'0:01.188',05,0.074,0.787,6.056,10.14,89.0,12.48,30.79
'0:01.190',05,0.09,0.787,6.056,10.14,89.0,12.48,30.79
'0:01.192',05,0.063,0.787,6.056,10.14,89.0,12.48,30.79
'0:01.194',05,-0.017,0.787,6.056,10.125,89.0,12.48,30.99
'0:01.196',05,-0.044,0.787,6.056,10.125,89.0,12.48,30.99
'0:01.198',05,-0.009,0.787,6.056,10.125,89.0,12.48,30.99
'0:01.200',05,-0.024,0.787,6.056,10.125,89.0,12.48,30.99
'0:01.202',05,-0.038,0.787,6.056,10.125,89.0,12.48,30.99
'0:01.204',05,-0.066,0.787,6.056,10.125,89.0,12.48,30.99
'0:01.206',05,-0.147,0.787,6.056,10.125,89.0,12.48,30.99
'0:01.208',05,-0.184,0.787,6.056,10.125,89.0,12.48,30.99
'0:01.210',05,-0.188,0.787,6.056,10.125,89.0,12.48,30.99
'0:01.212',05,-0.134,0.787,6.056,10.125,89.0,12.48,30.99
'0:01.214',05,-0.106,0.787,6.056,10.125,89.0,12.48,30.99
'0:01.216',05,-0.12,0.787,6.056,10.125,89.0,12.48,30.99
'0:01.218',05,-0.106,0.787,6.056,10.125,89.0,12.48,30.99
'0:01.220',05,-0.14,0.787,6.056,10.125,89.0,12.48,30.99
'0:01.222',05,-0.177,0.787,6.056,10.125,89.0,12.48,30.99
'0:01.224',05,-0.153,0.787,6.056,10.125,89.0,12.48,30.99
'0:01.226',05,-0.104,0.912,6.056,10.11,89.0,12.48,31.24
'0:01.228',05,-0.106,0.912,6.056,10.11,89.0,12.48,31.24
'0:01.230',05,-0.16,0.912,6.056,10.11,89.0,12.48,31.24
'0:01.232',05,-0.183,0.912,6.056,10.11,89.0,12.48,31.24
'0:01.234',05,-0.188,0.912,6.056,10.11,89.0,12.48,31.24
'0:01.236',05,-0.193,0.912,6.056,10.11,89.0,12.48,31.24
'0:01.238',05,-0.212,0.912,6.056,10.11,89.0,12.48,31.24
'0:01.240',05,-0.237,0.912,6.056,10.11,89.0,12.48,31.24
'0:01.242',05,-0.258,0.912,6.056,10.11,89.0,12.48,31.24
'0:01.244',05,-0.324,0.912,6.056,10.11,89.0,12.48,31.24
'0:01.246',05,-0.354,0.912,6.056,10.11,89.0,12.48,31.24
'0:01.248',05,-0.293,0.912,6.056,10.11,89.0,12.48,31.24
'0:01.250',05,-0.23,0.912,6.056,10.11,89.0,12.48,31.24
'0:01.252',05,-0.175,0.912,6.056,10.11,89.0,12.48,31.24
'0:01.254',05,-0.133,0.912,6.056,10.11,89.0,12.48,31.24
'0:01.256',05,-0.145,0.912,6.056,10.11,89.0,12.48,31.24
'0:01.258',05,-0.192,0.912,6.053,10.095,89.0,12.48,31.61
'0:01.260',05,-0.234,0.912,6.053,10.095,89.0,12.48,31.61
'0:01.262',05,-0.227,0.912,6.053,10.095,89.0,12.48,31.61
'0:01.264',05,-0.205,0.912,6.053,10.095,89.0,12.48,31.61
'0:01.266',05,-0.208,0.912,6.053,10.095,89.0,12.48,31.61
'0:01.268',05,-0.205,0.912,6.053,10.095,89.0,12.48,31.61
'0:01.270',05,-0.223,0.912,6.053,10.095,89.0,12.48,31.61
'0:01.272',05,-0.26,0.912,6.053,10.095,89.0,12.48,31.61
'0:01.274',05,-0.223,0.912,6.053,10.095,89.0,12.48,31.61
'0:01.276',05,-0.17,0.912,6.053,10.095,89.0,12.48,31.61
'0:01.278',05,-0.194,0.912,6.053,10.095,89.0,12.48,31.61
'0:01.280',05,-0.217,0.912,6.053,10.095,89.0,12.48,31.61
'0:01.282',05,-0.248,0.912,6.053,10.095,89.0,12.48,31.61
'0:01.284',05,-0.278,0.912,6.053,10.095,89.0,12.48,31.61
'0:01.286',05,-0.254,0.912,6.053,10.095,89.0,12.48,31.61
'0:01.288',05,-0.208,0.912,6.053,10.095,89.0,12.48,31.61
'0:01.290',05,-0.154,0.849,6.051,10.08,89.0,12.48,32.08
'0:01.292',05,-0.148,0.849,6.051,10.08,89.0,12.48,32.08
'0:01.294',05,-0.194,0.849,6.051,10.08,89.0,12.48,32.08
'0:01.296',05,-0.243,0.849,6.051,10.08,89.0,12.48,32.08
'0:01.298',05,-0.265,0.849,6.051,10.08,89.0,12.48,32.08
'0:01.300',05,-0.233,0.849,6.051,10.08,89.0,12.48,32.08
'0:01.302',05,-0.176,0.849,6.051,10.08,89.0,12.48,32.08
'0:01.304',05,-0.187,0.849,6.051,10.08,89.0,12.48,32.08
'0:01.306',05,-0.258,0.849,6.051,10.08,89.0,12.48,32.08
'0:01.308',05,-0.294,0.849,6.051,10.08,89.0,12.48,32.08
'0:01.310',05,-0.262,0.849,6.051,10.08,89.0,12.48,32.08
'0:01.313',05,-0.194,0.849,6.051,10.08,89.0,12.48,32.08
'0:01.315',05,-0.136,0.849,6.051,10.08,89.0,12.48,32.08
'0:01.317',05,-0.096,0.849,6.051,10.08,89.0,12.48,32.08
'0:01.319',05,-0.133,0.849,6.051,10.08,89.0,12.48,32.08
'0:01.321',05,-0.183,0.849,6.051,10.08,89.0,12.48,32.08
'0:01.323',05,-0.155,0.849,6.046,10.066,89.0,12.48,32.54
'0:01.325',05,-0.149,0.849,6.046,10.066,89.0,12.48,32.54
'0:01.327',05,-0.193,0.849,6.046,10.066,89.0,12.48,32.54
'0:01.329',05,-0.184,0.849,6.046,10.066,89.0,12.48,32.54
'0:01.331',05,-0.154,0.849,6.046,10.066,89.0,12.48,32.54
'0:01.333',05,-0.179,0.849,6.046,10.066,89.0,12.48,32.54
'0:01.335',05,-0.22,0.849,6.046,10.066,89.0,12.48,32.54
'0:01.337',05,-0.217,0.849,6.046,10.066,89.0,12.48,32.54
'0:01.339',05,-0.21,0.849,6.046,10.066,89.0,12.48,32.54
'0:01.341',05,-0.217,0.849,6.046,10.066,89.0,12.48,32.54
'0:01.343',05,-0.222,0.849,6.046,10.066,89.0,12.48,32.54
'0:01.345',05,-0.215,0.849,6.046,10.066,89.0,12.48,32.54
'0:01.347',05,-0.175,0.849,6.046,10.066,89.0,12.48,32.54
'0:01.349',05,-0.156,0.849,6.046,10.066,89.0,12.48,32.54
'0:01.351',05,-0.153,0.849,6.046,10.066,89.0,12.48,32.54
'0:01.353',05,-0.112,0.849,6.046,10.066,89.0,12.48,32.54
'0:01.355',05,-0.099,1.533,6.041,10.053,89.0,12.48,32.77
'0:01.357',05,-0.126,1.533,6.041,10.053,89.0,12.48,32.77
'0:01.359',05,-0.165,1.533,6.041,10.053,89.0,12.48,32.77
'0:01.361',05,-0.178,1.533,6.041,10.053,89.0,12.48,32.77
'0:01.363',05,-0.204,1.533,6.041,10.053,89.0,12.48,32.77
'0:01.365',05,-0.254,1.533,6.041,10.053,89.0,12.48,32.77
'0:01.367',05,-0.267,1.533,6.041,10.053,89.0,12.48,32.77
'0:01.369',05,-0.226,1.533,6.041,10.053,89.0,12.48,32.77
'0:01.371',05,-0.161,1.533,6.041,10.053,89.0,12.48,32.77
'0:01.373',05,-0.151,1.533,6.041,10.053,89.0,12.48,32.77
'0:01.375',05,-0.159,1.533,6.041,10.053,89.0,12.48,32.77
'0:01.377',05,-0.134,1.533,6.041,10.053,89.0,12.48,32.77
'0:01.379',05,-0.123,1.533,6.041,10.053,89.0,12.48,32.77
'0:01.381',05,-0.15,1.533,6.041,10.053,89.0,12.48,32.77
'0:01.383',05,-0.133,1.533,6.041,10.053,89.0,12.48,32.77
'0:01.385',05,-0.071,1.533,6.041,10.053,89.0,12.48,32.77
'0:01.387',05,-0.081,1.533,6.036,10.041,89.0,12.48,32.9
'0:01.389',05,-0.116,1.533,6.036,10.041,89.0,12.48,32.9
'0:01.391',05,-0.122,1.533,6.036,10.041,89.0,12.48,32.9
'0:01.393',05,-0.132,1.533,6.036,10.041,89.0,12.48,32.9
'0:01.395',05,-0.138,1.533,6.036,10.041,89.0,12.48,32.9
'0:01.397',05,-0.112,1.533,6.036,10.041,89.0,12.48,32.9
'0:01.399',05,-0.081,1.533,6.036,10.041,89.0,12.48,32.9
'0:01.401',05,-0.092,1.533,6.036,10.041,89.0,12.48,32.9
'0:01.403',05,-0.115,1.533,6.036,10.041,89.0,12.48,32.9
'0:01.405',05,-0.087,1.533,6.036,10.041,89.0,12.48,32.9
'0:01.407',05,-0.072,1.533,6.036,10.041,89.0,12.48,32.9
'0:01.409',05,-0.104,1.533,6.036,10.041,89.0,12.48,32.9
'0:01.411',05,-0.098,1.533,6.036,10.041,89.0,12.48,32.9
'0:01.413',05,-0.055,1.533,6.036,10.041,89.0,12.48,32.9
'0:01.415',05,-0.073,1.533,6.036,10.041,89.0,12.48,32.9
'0:01.417',05,-0.109,1.533,6.036,10.041,89.0,12.48,32.9
'0:01.419',05,-0.065,1.057,6.031,10.028,89.0,12.48,33.05
'0:01.421',05,-0.043,1.057,6.031,10.028,89.0,12.48,33.05
'0:01.423',05,-0.068,1.057,6.031,10.028,89.0,12.48,33.05
'0:01.425',05,-0.06,1.057,6.031,10.028,89.0,12.48,33.05
'0:01.427',05,-0.073,1.057,6.031,10.028,89.0,12.48,33.05
'0:01.429',05,-0.114,1.057,6.031,10.028,89.0,12.48,33.05
'0:01.431',05,-0.128,1.057,6.031,10.028,89.0,12.48,33.05
'0:01.433',05,-0.144,1.057,6.031,10.028,89.0,12.48,33.05
'0:01.435',05,-0.15,1.057,6.031,10.028,89.0,12.48,33.05
'0:01.438',05,-0.165,1.057,6.031,10.028,89.0,12.48,33.05
'0:01.440',05,-0.19,1.057,6.031,10.028,89.0,12.48,33.05
'0:01.442',05,-0.154,1.057,6.031,10.028,89.0,12.48,33.05
'0:01.444',05,-0.139,1.057,6.031,10.028,89.0,12.48,33.05
'0:01.446',05,-0.195,1.057,6.031,10.028,89.0,12.48,33.05
'0:01.448',05,-0.232,1.057,6.031,10.028,89.0,12.48,33.05
'0:01.450',05,-0.2,1.057,6.031,10.028,89.0,12.48,33.05
'0:01.452',05,-0.176,1.057,6.023,10.018,89.0,12.48,33.09
'0:01.454',05,-0.184,1.057,6.023,10.018,89.0,12.48,33.09
'0:01.456',05,-0.175,1.057,6.023,10.018,89.0,12.48,33.09
'0:01.458',05,-0.237,1.057,6.023,10.018,89.0,12.48,33.09
'0:01.460',05,-0.321,1.057,6.023,10.018,89.0,12.48,33.09
'0:01.462',05,-0.311,1.057,6.023,10.018,89.0,12.48,33.09
'0:01.464',05,-0.264,1.057,6.023,10.018,89.0,12.48,33.09
'0:01.466',05,-0.205,1.057,6.023,10.018,89.0,12.48,33.09
'0:01.468',05,-0.161,1.057,6.023,10.018,89.0,12.48,33.09
'0:01.470',05,-0.164,1.057,6.023,10.018,89.0,12.48,33.09
'0:01.472',05,-0.167,1.057,6.023,10.018,89.0,12.48,33.09
'0:01.474',05,-0.208,1.057,6.023,10.018,89.0,12.48,33.09
'0:01.476',05,-0.277,1.057,6.023,10.018,89.0,12.48,33.09
'0:01.478',05,-0.311,1.057,6.023,10.018,89.0,12.48,33.09
'0:01.480',05,-0.346,1.057,6.023,10.018,89.0,12.48,33.09
'0:01.482',05,-0.308,1.057,6.023,10.018,89.0,12.48,33.09
'0:01.484',05,-0.23,1.285,6.016,10.006,89.0,12.48,32.99
